tvBench_id,db_id,chart,hardness,query,question,vega_zero
1493@x_name@ASC,game_injury,Bar,Medium,"Visualize BAR SELECT Away_team , COUNT(Away_team) FROM game GROUP BY Away_team ORDER BY Away_team ASC",Bar chart showing the number of away teams in ascending order.,mark bar data game encoding x away_team y aggregate count away_team transform group x sort x asc
1967,inn_1,Bar,Easy,"Visualize BAR SELECT bedType , count(*) FROM Rooms GROUP BY bedType",Bar chart showing the total number across bedtype.,mark bar data rooms encoding x bedtype y aggregate count bedtype transform group x
1975@x_name@DESC,inn_1,Bar,Hard,"Visualize BAR SELECT decor , count(*) FROM Rooms WHERE bedType = ""King"" GROUP BY decor ORDER BY decor DESC",Bar chart showing the number of rooms with king beds for each decor type in descending order of decor.,"mark bar data rooms encoding x decor y aggregate count decor transform filter bedtype = ""king"" group x sort x desc"
2605@x_name@ASC,product_catalog,Bar,Medium,"Visualize BAR SELECT catalog_level_name , catalog_level_number FROM Catalog_Structure WHERE catalog_level_number BETWEEN 5 AND 10 ORDER BY catalog_level_name ASC",Bar chart showing the name and level of catalog structure with level between 5 and 10 in ascending order of catalog level name.,mark bar data catalog_structure encoding x catalog_level_name y aggregate none catalog_level_number transform filter catalog_level_number between 5 and 10 sort x asc
1604,hr_1,Bar,Hard,"Visualize BAR SELECT JOB_ID , SUM(MANAGER_ID) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 GROUP BY JOB_ID","Bar chart showing the distribution of job ids and the sum of manager ids for employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40, grouped by job ids.","mark bar data employees encoding x job_id y aggregate sum manager_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x"
1340@y_name@ASC,employee_hire_evaluation,Bar,Medium,"Visualize BAR SELECT Start_from , SUM(Shop_ID) FROM hiring  ORDER BY SUM(Shop_ID) ASC BIN Start_from BY WEEKDAY",Bar chart showing total number of shop ID from each start from in ascending order of the y-axis and binning by weekday.,mark bar data hiring encoding x start_from y aggregate sum shop_id transform sort y asc bin x by weekday
654@x_name@ASC,college_2,Bar,Medium,"Visualize BAR SELECT dept_name , count(*) FROM student GROUP BY dept_name ORDER BY dept_name ASC",Bar chart showing the number of students in each department in ascending order of dept name.,mark bar data student encoding x dept_name y aggregate count dept_name transform group x sort x asc
1828@y_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , AVG(SALARY) FROM employees WHERE first_name NOT LIKE '%M%'  ORDER BY AVG(SALARY) ASC BIN HIRE_DATE BY MONTH","Bar chart showing average salaries for employees whose first name does not contain ""m"" by hire date in ascending order of y-axis and binning by month.",mark bar data employees encoding x hire_date y aggregate mean salary transform filter first_name not like '%m%' sort y asc bin x by month
1490@x_name@ASC,game_injury,Grouping Line,Extra Hard,"Visualize LINE SELECT Season , COUNT(Season) FROM game GROUP BY Away_team ORDER BY Season ASC BIN Season BY YEAR","Line chart showing the number of season over season by away team in ascending order of season and binning by year, grouped by away team.",mark line data game encoding x season y aggregate count season color away_team transform sort x asc bin x by year
3181,university_basketball,Grouping Scatter,Easy,"Visualize SCATTER SELECT School_ID , ACC_Percent FROM basketball_match GROUP BY All_Road","Scatter chart showing school id vs. accuracy percentage, grouped by all road and colored differently.",mark point data basketball_match encoding x school_id y aggregate none acc_percent color all_road
1566@y_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , SUM(DEPARTMENT_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' GROUP BY JOB_ID ORDER BY SUM(DEPARTMENT_ID) DESC","Bar chart showing comparison of department ID over job ID for employees with ""d"" or ""s"" in their first name, grouped by job ID, in descending order of the y-axis.",mark bar data employees encoding x job_id y aggregate sum department_id transform filter first_name like '%d%' or first_name like '%s%' group x sort y desc
2192@x_name@DESC,manufactory_1,Bar,Medium,"Visualize BAR SELECT Name , Manufacturer FROM products WHERE price BETWEEN 60 AND 120 ORDER BY Name DESC",Bar chart showing the distribution of name and manufacturer for products with a price between 60 and 120 in descending order of name.,mark bar data products encoding x name y aggregate none manufacturer transform filter price between 60 and 120 sort x desc
1341,employee_hire_evaluation,Bar,Easy,"Visualize BAR SELECT Start_from , AVG(Shop_ID) FROM hiring BIN Start_from BY WEEKDAY",Bar chart showing the average of shop ids binning by weekday on the x-axis.,mark bar data hiring encoding x start_from y aggregate mean shop_id transform bin x by weekday
1565,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , AVG(MANAGER_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' GROUP BY JOB_ID","Bar chart showing the comparison of average manager id by job id for employees with ""d"" or ""s"" in their first name and grouped by attribute job id.",mark bar data employees encoding x job_id y aggregate mean manager_id transform filter first_name like '%d%' or first_name like '%s%' group x
1418,flight_4,Pie,Hard,"Visualize PIE SELECT country , COUNT(country) FROM airlines WHERE name LIKE 'Orbit%' GROUP BY country",Pie chart showing the number of countries of airlines whose name starts with 'orbit'.,mark arc data airlines encoding x country y aggregate count country transform filter name like 'orbit%' group x
3192,voter_1,Bar,Easy,"Visualize BAR SELECT state , COUNT(state) FROM votes GROUP BY state",Bar chart showing the number of states from each state.,mark bar data votes encoding x state y aggregate count state transform group x
1489@x_name@DESC,game_injury,Grouping Line,Extra Hard,"Visualize LINE SELECT Season , COUNT(Season) FROM game GROUP BY Home_team ORDER BY Season DESC BIN Season BY YEAR","Line chart showing the number of seasons for different home teams over the season in descending order of season and binning by year, grouped by home team.",mark line data game encoding x season y aggregate count season color home_team transform sort x desc bin x by year
1346,employee_hire_evaluation,Bar,Easy,"Visualize BAR SELECT Is_full_time , AVG(Shop_ID) FROM hiring GROUP BY Is_full_time",Bar chart showing the average shop id grouped by full-time status.,mark bar data hiring encoding x is_full_time y aggregate mean shop_id transform group x
1248@y_name@ASC,e_learning,Bar,Extra Hard,"Visualize BAR SELECT date_of_latest_logon , COUNT(date_of_latest_logon) FROM Students WHERE family_name = ""Jaskolski"" OR family_name = ""Langosh""  ORDER BY COUNT(date_of_latest_logon) ASC BIN date_of_latest_logon BY WEEKDAY","Bar chart showing the number of the latest logon dates of students whose family name is ""jaskolski"" or ""langosh"" in ascending order of the y-axis and binning by weekday.","mark bar data students encoding x date_of_latest_logon y aggregate count date_of_latest_logon transform filter family_name = ""jaskolski"" or family_name = ""langosh"" sort y asc bin x by weekday"
1006,customers_and_products_contacts,Bar,Hard,"Visualize BAR SELECT product_type_code , COUNT(product_type_code) FROM products WHERE product_price > 1000 OR product_price < 500 GROUP BY product_type_code",Bar chart showing the number of products with price higher than 1000 or lower than 500 for each product type code.,mark bar data products encoding x product_type_code y aggregate count product_type_code transform filter product_price > 1000 or product_price < 500 group x
445@x_name@ASC,cinema,Bar,Medium,"Visualize BAR SELECT Directed_by , count(*) FROM film GROUP BY directed_by ORDER BY Directed_by ASC",Bar chart showing the total number grouped by directed by in ascending order of directed by.,mark bar data film encoding x directed_by y aggregate count directed_by transform group x sort x asc
3290@y_name@DESC,wta_1,Bar,Medium,"Visualize BAR SELECT year , count(*) FROM matches ORDER BY count(*) DESC BIN year BY YEAR",Bar chart showing the total number from each year in descending order of the y-axis and binning by year.,mark bar data matches encoding x year y aggregate count year transform sort y desc bin x by year
1130@x_name@ASC,department_store,Bar,Easy,"Visualize BAR SELECT product_type_code , min(product_price) FROM products GROUP BY product_type_code ORDER BY product_type_code ASC",Bar chart showing minimal product prices by product type code in ascending order of product type code.,mark bar data products encoding x product_type_code y aggregate min product_price transform group x sort x asc
2610@y_name@DESC,products_for_hire,Bar,Medium,"Visualize BAR SELECT first_name , gender_mf FROM customers WHERE good_or_bad_customer = 'good' ORDER BY gender_mf DESC",Bar chart showing first names of all good customers in descending order of gender with male and female on the y-axis.,mark bar data customers encoding x first_name y aggregate none gender_mf transform filter good_or_bad_customer = 'good' sort y desc
2610@x_name@ASC,products_for_hire,Bar,Medium,"Visualize BAR SELECT first_name , gender_mf FROM customers WHERE good_or_bad_customer = 'good' ORDER BY first_name ASC",Bar chart showing gender of all the good customers in ascending order of first name.,mark bar data customers encoding x first_name y aggregate none gender_mf transform filter good_or_bad_customer = 'good' sort x asc
1185@y_name@ASC,dog_kennels,Bar,Medium,"Visualize BAR SELECT date_departed , COUNT(date_departed) FROM Dogs  ORDER BY COUNT(date_departed) ASC BIN date_departed BY WEEKDAY",Bar chart showing the number of date departed across date departed in ascending order of the y-axis and binning by weekday.,mark bar data dogs encoding x date_departed y aggregate count date_departed transform sort y asc bin x by weekday
3025,tracking_software_problems,Bar,Easy,"Visualize BAR SELECT log_entry_date , problem_log_id FROM problem_log WHERE problem_id = 10",Bar chart showing the ids and dates of the logs for the problem with id 10.,mark bar data problem_log encoding x log_entry_date y aggregate none problem_log_id transform filter problem_id = 10
2423@x_name@ASC,music_1,Bar,Medium,"Visualize BAR SELECT languages , avg(rating) FROM song GROUP BY languages ORDER BY languages ASC",Bar chart showing mean rating by languages in ascending order of languages.,mark bar data song encoding x languages y aggregate mean rating transform group x sort x asc
3132@y_name@DESC,university_basketball,Bar,Easy,"Visualize BAR SELECT Team_Name , ACC_Percent FROM basketball_match ORDER BY ACC_Percent DESC",Bar chart showing the comparison of acc percent over team name in descending order of acc percent.,mark bar data basketball_match encoding x team_name y aggregate none acc_percent transform sort y desc
1339@x_name@ASC,employee_hire_evaluation,Line,Easy,"Visualize LINE SELECT Start_from , Employee_ID FROM hiring ORDER BY Start_from ASC",Line chart showing start from by employee id in ascending order.,mark line data hiring encoding x start_from y aggregate none employee_id transform sort x asc
2496@y_name@DESC,party_host,Bar,Hard,"Visualize BAR SELECT First_year , COUNT(First_year) FROM party WHERE Party_Theme = ""Spring"" OR Party_Theme = ""Teqnology"" GROUP BY First_year ORDER BY COUNT(First_year) DESC","Bar chart showing the total number of parties with the themes ""spring"" or ""technology"" in descending order of the y-axis.","mark bar data party encoding x first_year y aggregate count first_year transform filter party_theme = ""spring"" or party_theme = ""teqnology"" group x sort y desc"
3098@x_name@ASC,university_basketball,Bar,Medium,"Visualize BAR SELECT ACC_Road , SUM(Team_ID) FROM basketball_match GROUP BY ACC_Road ORDER BY ACC_Road ASC",Bar chart showing the total number of team ids by acc road in ascending order.,mark bar data basketball_match encoding x acc_road y aggregate sum team_id transform group x sort x asc
1116@x_name@DESC,department_store,Bar,Easy,"Visualize BAR SELECT product_type_code , max(product_price) FROM products GROUP BY product_type_code ORDER BY product_type_code DESC",Bar chart showing the maximal product price from each product type code in descending order of product type code.,mark bar data products encoding x product_type_code y aggregate max product_price transform group x sort x desc
194,behavior_monitoring,Stacked Bar,Extra Hard,"Visualize BAR SELECT date_address_to , SUM(monthly_rental) FROM Student_Addresses GROUP BY other_details ORDER BY monthly_rental DESC BIN date_address_to BY MONTH","Bar chart showing the distribution of date address to and the sum of monthly rental, grouped by other details and binned by month in descending order.",mark bar data student_addresses encoding x date_address_to y aggregate sum monthly_rental color other_details transform sort monthly_rental desc bin x by month
708,county_public_safety,Pie,Easy,"Visualize PIE SELECT Police_force , COUNT(*) FROM county_public_safety GROUP BY Police_force",Pie chart showing the number of counties corresponding to each police force.,mark arc data county_public_safety encoding x police_force y aggregate count police_force transform group x
1022,customers_campaigns_ecommerce,Bar,Easy,"Visualize BAR SELECT outcome_code , count(*) FROM mailshot_customers GROUP BY outcome_code",Bar chart showing the total number by outcome code.,mark bar data mailshot_customers encoding x outcome_code y aggregate count outcome_code transform group x
1373@y_name@DESC,entrepreneur,Bar,Medium,"Visualize BAR SELECT Investor , COUNT(Investor) FROM entrepreneur GROUP BY Investor ORDER BY COUNT(Investor) DESC",Bar chart showing the number of investors from different sources in descending order of the y-axis.,mark bar data entrepreneur encoding x investor y aggregate count investor transform group x sort y desc
865,cre_Drama_Workshop_Groups,Line,Easy,"Visualize LINE SELECT Planned_Delivery_Date , COUNT(Planned_Delivery_Date) FROM BOOKINGS BIN Planned_Delivery_Date BY YEAR",Line chart showing all the planned delivery dates and binning by year.,mark line data bookings encoding x planned_delivery_date y aggregate count planned_delivery_date transform bin x by year
2753@y_name@DESC,ship_1,Bar,Medium,"Visualize BAR SELECT Class , COUNT(Class) FROM captain GROUP BY Class ORDER BY COUNT(Class) DESC",Bar chart showing the total number of captains with different classes in descending order of the y-axis.,mark bar data captain encoding x class y aggregate count class transform group x sort y desc
1259,e_learning,Bar,Easy,"Visualize BAR SELECT login_name , author_tutor_ATB FROM Course_Authors_and_Tutors ORDER BY personal_name",Bar chart showing the distribution of login name and author tutor.,mark bar data course_authors_and_tutors encoding x login_name y aggregate none author_tutor_atb transform sort personal_name
2818@x_name@DESC,sports_competition,Bar,Hard,"Visualize BAR SELECT Position , count(*) FROM player WHERE points < 30 GROUP BY POSITION ORDER BY Position DESC",Bar chart showing the number of players with points less than 30 for each position in descending order of position.,mark bar data player encoding x position y aggregate count position transform filter points < 30 group x sort x desc
1606@y_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT JOB_ID , SUM(DEPARTMENT_ID) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40 GROUP BY JOB_ID ORDER BY SUM(DEPARTMENT_ID) DESC","Bar chart showing the comparison of the sum of department ID over job ID for employees with salary between 8000 and 12000 and having commission and not in department 40, grouped by job ID in descending order of the y-axis.","mark bar data employees encoding x job_id y aggregate sum department_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 group x sort y desc"
532@x_name@ASC,college_1,Bar,Medium,"Visualize BAR SELECT DEPT_CODE , avg(stu_gpa) FROM student GROUP BY dept_code ORDER BY DEPT_CODE ASC",Bar chart showing the mean student gpa from each department code in ascending order of dept code.,mark bar data student encoding x dept_code y aggregate mean stu_gpa transform group x sort x asc
803@y_name@DESC,cre_Docs_and_Epenses,Bar,Medium,"Visualize BAR SELECT Budget_Type_Code , count(*) FROM Documents_with_expenses GROUP BY budget_type_code ORDER BY count(*) DESC",Bar chart showing the different budget type codes and the total number of documents for each in descending order of the y-axis.,mark bar data documents_with_expenses encoding x budget_type_code y aggregate count budget_type_code transform group x sort y desc
1998,insurance_policies,Stacked Bar,Extra Hard,"Visualize BAR SELECT Date_Payment_Made , COUNT(Date_Payment_Made) FROM Payments GROUP BY Payment_Method_Code ORDER BY Date_Payment_Made ASC BIN Date_Payment_Made BY WEEKDAY","Bar chart showing payments made and binning by weekday, grouped by payment method code in ascending order of date.",mark bar data payments encoding x date_payment_made y aggregate count date_payment_made color payment_method_code transform sort x asc bin x by weekday
1589@y_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , AVG(DEPARTMENT_ID) FROM employees WHERE salary BETWEEN 8000 AND 12000 AND commission_pct != ""null"" OR department_id != 40  ORDER BY AVG(DEPARTMENT_ID) DESC BIN HIRE_DATE BY MONTH",Bar chart showing the distribution of hire date and the average department id bin hire date by time for those employees whose salary is in the range of 8000 and 12000 and commission is not null or department number does not equal to 40 in descending order of the y-axis and binning by month.,"mark bar data employees encoding x hire_date y aggregate mean department_id transform filter salary between 8000 and 12000 and commission_pct != ""null"" or department_id != 40 sort y desc bin x by month"
2036@y_name@ASC,insurance_policies,Bar,Hard,"Visualize BAR SELECT Date_Payment_Made , AVG(Amount_Payment) FROM Payments WHERE Payment_Method_Code = 'Visa'  ORDER BY AVG(Amount_Payment) ASC BIN Date_Payment_Made BY WEEKDAY",Bar chart showing average amount for all payments processed with Visa by weekday in ascending order of the y-axis.,mark bar data payments encoding x date_payment_made y aggregate mean amount_payment transform filter payment_method_code = 'visa' sort y asc bin x by weekday
2087@x_name@DESC,local_govt_and_lot,Bar,Medium,"Visualize BAR SELECT Type_of_Thing_Code , COUNT(Type_of_Thing_Code) FROM Things GROUP BY Type_of_Thing_Code ORDER BY Type_of_Thing_Code DESC",Bar chart showing the number of items in each type of thing in descending order of type of thing code.,mark bar data things encoding x type_of_thing_code y aggregate count type_of_thing_code transform group x sort x desc
624@y_name@ASC,college_2,Bar,Medium,"Visualize BAR SELECT building , avg(capacity) FROM classroom GROUP BY building ORDER BY avg(capacity) ASC",Bar chart showing the average capacity of a building in ascending order of the y-axis.,mark bar data classroom encoding x building y aggregate mean capacity transform group x sort y asc
3105@x_name@ASC,university_basketball,Bar,Medium,"Visualize BAR SELECT All_Home , AVG(School_ID) FROM basketball_match GROUP BY All_Home ORDER BY All_Home ASC",Bar chart showing the mean school id from different homes in ascending order of all home names.,mark bar data basketball_match encoding x all_home y aggregate mean school_id transform group x sort x asc
2068@y_name@DESC,loan_1,Bar,Hard,"Visualize BAR SELECT acc_type , avg(acc_bal) FROM customer WHERE credit_score < 50 GROUP BY acc_type ORDER BY avg(acc_bal) DESC",Bar chart showing the average account balance of customers with credit score lower than 50 for each account type in descending order of the y-axis.,mark bar data customer encoding x acc_type y aggregate mean acc_bal transform filter credit_score < 50 group x sort y desc
1541,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , AVG(EMPLOYEE_ID) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%' BIN HIRE_DATE BY MONTH","Bar chart showing the distribution of hire date and the average of employee id for all employees who have the letters ""d"" or ""s"" in their first name binned by time.",mark bar data employees encoding x hire_date y aggregate mean employee_id transform filter first_name like '%d%' or first_name like '%s%' bin x by month
3194@y_name@ASC,voter_1,Bar,Medium,"Visualize BAR SELECT state , SUM(vote_id) FROM votes GROUP BY state ORDER BY SUM(vote_id) ASC",Bar chart showing total number of vote IDs by state in ascending order of the y-axis.,mark bar data votes encoding x state y aggregate sum vote_id transform group x sort y asc
1491@y_name@ASC,game_injury,Bar,Medium,"Visualize BAR SELECT Home_team , COUNT(Home_team) FROM game GROUP BY Home_team ORDER BY COUNT(Home_team) ASC",Bar chart showing the number of games for each home team in ascending order of the y-axis.,mark bar data game encoding x home_team y aggregate count home_team transform group x sort y asc
2869@x_name@DESC,storm_record,Bar,Medium,"Visualize BAR SELECT Dates_active , Number_Deaths FROM storm WHERE number_deaths >= 1 ORDER BY Dates_active DESC",Bar chart showing the total number of deaths for all storms with at least one death in descending order of dates active.,mark bar data storm encoding x dates_active y aggregate none number_deaths transform filter number_deaths >= 1 sort x desc
397@y_name@ASC,candidate_poll,Bar,Easy,"Visualize BAR SELECT Date_of_Birth , Height FROM people ORDER BY Height ASC",Bar chart showing height by date of birth in ascending order of height.,mark bar data people encoding x date_of_birth y aggregate none height transform sort y asc
1775@x_name@DESC,hr_1,Bar,Hard,"Visualize BAR SELECT JOB_ID , AVG(EMPLOYEE_ID) FROM employees WHERE hire_date < '2002-06-21' GROUP BY JOB_ID ORDER BY JOB_ID DESC","Bar chart showing the distribution of job id and the average of employee id for employees hired before 2002-06-21, grouped by job id, and listed from highest to lowest.",mark bar data employees encoding x job_id y aggregate mean employee_id transform filter hire_date < '2002-06-21' group x sort x desc
398,candidate_poll,Bar,Easy,"Visualize BAR SELECT Date_of_Birth , Weight FROM people",Bar chart showing weights from each date of birth.,mark bar data people encoding x date_of_birth y aggregate none weight
2751@x_name@ASC,ship_1,Bar,Medium,"Visualize BAR SELECT Rank , COUNT(Rank) FROM captain GROUP BY Rank ORDER BY Rank ASC",Bar chart showing the total number of different ranks in ascending order of rank.,mark bar data captain encoding x rank y aggregate count rank transform group x sort x asc
1343@y_name@ASC,employee_hire_evaluation,Bar,Medium,"Visualize BAR SELECT Start_from , AVG(Employee_ID) FROM hiring  ORDER BY AVG(Employee_ID) ASC BIN Start_from BY WEEKDAY","Bar chart showing the total number in ascending order of the y-axis and binning by weekday, starting from the average of employee ID.",mark bar data hiring encoding x start_from y aggregate mean employee_id transform sort y asc bin x by weekday
2863,storm_record,Bar,Easy,"Visualize BAR SELECT Name , Damage_millions_USD FROM storm ORDER BY max_speed DESC",Bar chart showing names and damage of all storms in descending order of maximum speed.,mark bar data storm encoding x name y aggregate none damage_millions_usd transform sort max_speed desc
3235,wine_1,Stacked Bar,Hard,"Visualize BAR SELECT Winery , COUNT(Winery) FROM WINE WHERE Price > 100 GROUP BY Grape ,  Winery","Bar chart showing the number of wineries grouped by grape for wines whose price is greater than 100, with the x-axis being winery and the y-axis the number of wineries.",mark bar data wine encoding x winery y aggregate count winery color grape transform filter price > 100 group x
1772,hr_1,Line,Easy,"Visualize LINE SELECT HIRE_DATE , EMPLOYEE_ID FROM employees WHERE hire_date < '2002-06-21'",Line chart showing the trend of employee id and hire date for employees hired before 2002-06-21.,mark line data employees encoding x hire_date y aggregate none employee_id transform filter hire_date < '2002-06-21'
1012@x_name@DESC,customers_campaigns_ecommerce,Bar,Medium,"Visualize BAR SELECT premises_type , count(*) FROM premises GROUP BY premises_type ORDER BY premises_type DESC",Bar chart showing the total number across premises type in descending order of premises type.,mark bar data premises encoding x premises_type y aggregate count premises_type transform group x sort x desc
1538@y_name@DESC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , COUNT(HIRE_DATE) FROM employees WHERE first_name LIKE '%D%' OR first_name LIKE '%S%'  ORDER BY COUNT(HIRE_DATE) DESC BIN HIRE_DATE BY MONTH","Bar chart showing the distribution of hire dates and amounts for employees whose first names contain ""d"" or ""s"" in descending order of the y-axis and binned by time.",mark bar data employees encoding x hire_date y aggregate count hire_date transform filter first_name like '%d%' or first_name like '%s%' sort y desc bin x by month
1768@y_name@ASC,hr_1,Bar,Hard,"Visualize BAR SELECT HIRE_DATE , SUM(MANAGER_ID) FROM employees WHERE hire_date < '2002-06-21'  ORDER BY SUM(MANAGER_ID) ASC BIN HIRE_DATE BY WEEKDAY",Bar chart showing the distribution of hire date and the sum of manager id in ascending order of the y-axis and binning by weekday for employees hired before 2002-06-21.,mark bar data employees encoding x hire_date y aggregate sum manager_id transform filter hire_date < '2002-06-21' sort y asc bin x by weekday
2012,insurance_policies,Bar,Easy,"Visualize BAR SELECT Payment_Method_Code , AVG(Amount_Payment) FROM Payments GROUP BY Payment_Method_Code",Bar chart showing the average amount of payment from different payment method codes.,mark bar data payments encoding x payment_method_code y aggregate mean amount_payment transform group x
400,candidate_poll,Scatter,Easy,"Visualize SCATTER SELECT Consider_rate , Oppose_rate FROM candidate",Scatter chart showing the relationship between consider and oppose rates of each candidate.,mark point data candidate encoding x consider_rate y aggregate none oppose_rate
380,candidate_poll,Bar,Easy,"Visualize BAR SELECT Sex , AVG(Height) FROM people GROUP BY Sex",Bar chart showing mean height by sex.,mark bar data people encoding x sex y aggregate mean height transform group x
3110,university_basketball,Bar,Easy,"Visualize BAR SELECT Team_Name , Team_ID FROM basketball_match",Bar chart showing team ids from each team name.,mark bar data basketball_match encoding x team_name y aggregate none team_id
2754,ship_1,Pie,Easy,"Visualize PIE SELECT Rank , COUNT(Rank) FROM captain GROUP BY Rank",Pie chart showing the number of ranks from different ranks.,mark arc data captain encoding x rank y aggregate count rank transform group x
1334@y_name@ASC,employee_hire_evaluation,Stacked Bar,Extra Hard,"Visualize BAR SELECT Start_from , AVG(Employee_ID) FROM hiring GROUP BY Is_full_time ORDER BY AVG(Employee_ID) ASC BIN Start_from BY WEEKDAY","Bar chart showing the mean employee ID for those who are full-time, binning by weekday, and showing the y-axis in ascending order.",mark bar data hiring encoding x start_from y aggregate mean employee_id color is_full_time transform sort y asc bin x by weekday
1090,decoration_competition,Pie,Easy,"Visualize PIE SELECT Country , COUNT(*) FROM member GROUP BY Country",Pie chart showing the proportion of members for each country.,mark arc data member encoding x country y aggregate count country transform group x
1953@y_name@ASC,hr_1,Bar,Extra Hard,"Visualize BAR SELECT HIRE_DATE , COUNT(HIRE_DATE) FROM employees WHERE first_name NOT LIKE '%M%'  ORDER BY COUNT(HIRE_DATE) ASC BIN HIRE_DATE BY MONTH","Bar chart showing the dates employees whose first name does not contain ""m"" were hired in ascending order of the y-axis and binning by month.",mark bar data employees encoding x hire_date y aggregate count hire_date transform filter first_name not like '%m%' sort y asc bin x by month
1856@y_name@ASC,hr_1,Bar,Medium,"Visualize BAR SELECT HIRE_DATE , SUM(SALARY) FROM employees  ORDER BY SUM(SALARY) ASC BIN HIRE_DATE BY WEEKDAY",Bar chart showing total number of salaries grouped by hire date in ascending order of the y-axis and binning by weekday.,mark bar data employees encoding x hire_date y aggregate sum salary transform sort y asc bin x by weekday
746,cre_Doc_Template_Mgt,Scatter,Medium,"Visualize SCATTER SELECT Document_ID , count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id",Scatter chart showing document ids and the number of paragraphs in each document ordered by document id.,mark point data paragraphs encoding x document_id y aggregate count document_id transform group x sort x
1339,employee_hire_evaluation,Line,Easy,"Visualize LINE SELECT Start_from , Employee_ID FROM hiring",Line chart showing employee ids.,mark line data hiring encoding x start_from y aggregate none employee_id
3215,wedding,Pie,Easy,"Visualize PIE SELECT Country , count(*) FROM people GROUP BY country",Pie chart showing the number of people from each country.,mark arc data people encoding x country y aggregate count country transform group x
2625,program_share,Bar,Easy,"Visualize BAR SELECT Owner , sum(Rating_in_percent) FROM channel GROUP BY OWNER",Bar chart showing the total rating ratio for each channel owner.,mark bar data channel encoding x owner y aggregate sum rating_in_percent transform group x
616,college_2,Bar,Medium,"Visualize BAR SELECT dept_name , SUM(salary) FROM instructor GROUP BY dept_name ORDER BY salary",Bar chart showing the distribution of dept name and the sum of salary grouped by dept name.,mark bar data instructor encoding x dept_name y aggregate sum salary transform group x sort salary
1112@y_name@ASC,department_management,Bar,Medium,"Visualize BAR SELECT born_state , AVG(age) FROM head GROUP BY born_state ORDER BY AVG(age) ASC",Bar chart showing mean age by born state in ascending order of the y-axis.,mark bar data head encoding x born_state y aggregate mean age transform group x sort y asc
1004,customers_and_products_contacts,Pie,Easy,"Visualize PIE SELECT payment_method_code , COUNT(payment_method_code) FROM customers GROUP BY payment_method_code",Pie chart showing the number of payment method codes.,mark arc data customers encoding x payment_method_code y aggregate count payment_method_code transform group x
398@y_name@ASC,candidate_poll,Bar,Easy,"Visualize BAR SELECT Date_of_Birth , Weight FROM people ORDER BY Weight ASC",Bar chart showing the distribution of date of birth and weight in ascending order of weight.,mark bar data people encoding x date_of_birth y aggregate none weight transform sort y asc
3132@x_name@DESC,university_basketball,Bar,Easy,"Visualize BAR SELECT Team_Name , ACC_Percent FROM basketball_match ORDER BY Team_Name DESC",Bar chart showing the comparison of acc percent over the team name in descending order of team name.,mark bar data basketball_match encoding x team_name y aggregate none acc_percent transform sort x desc
791@x_name@DESC,cre_Doc_Tracking_DB,Bar,Medium,"Visualize BAR SELECT Location_Code , count(*) FROM Document_locations GROUP BY location_code ORDER BY Location_Code DESC",Bar chart showing the total number across location code in descending order of location code.,mark bar data document_locations encoding x location_code y aggregate count location_code transform group x sort x desc
2914@y_name@DESC,swimming,Bar,Easy,"Visualize BAR SELECT name , ID FROM swimmer ORDER BY ID DESC",Bar chart showing the comparison of id and name in descending order of id.,mark bar data swimmer encoding x name y aggregate none id transform sort y desc
3071@x_name@ASC,university_basketball,Bar,Medium,"Visualize BAR SELECT Affiliation , sum(enrollment) FROM university GROUP BY affiliation ORDER BY Affiliation ASC",Bar chart showing total enrollments of universities by affiliation type in ascending order of affiliation.,mark bar data university encoding x affiliation y aggregate sum enrollment transform group x sort x asc
863,cre_Drama_Workshop_Groups,Bar,Easy,"Visualize BAR SELECT Actual_Delivery_Date , COUNT(Actual_Delivery_Date) FROM BOOKINGS BIN Actual_Delivery_Date BY WEEKDAY",Bar chart showing all actual delivery dates and binning by weekday.,mark bar data bookings encoding x actual_delivery_date y aggregate count actual_delivery_date transform bin x by weekday
